"chr","start","end","strand","pvalue","qvalue","meth.diff"
"chr1",46636384,46636384,"+",8.07132138902489e-14,3.01702273338163e-11,-28.4825261177209
"chr1",46897698,46897698,"+",1.82379666924248e-11,4.63145157587555e-09,-17.2693325326978
"chr1",46919992,46919992,"+",1.02980306859735e-06,8.46840975502047e-05,-18.9202774705942
"chr1",46949991,46949991,"+",0,0,21.8731200437517
"chr1",47059907,47059907,"+",3.65421671645327e-05,0.00178981074905099,-17.1241589651632
"chr1",47125282,47125282,"+",4.36328750907933e-12,1.23945940920429e-09,21.275590221869
"chr1",47367307,47367307,"+",1.79012752066221e-07,1.83208873646004e-05,16.3398692810458
"chr1",47609407,47609407,"+",3.31749692605854e-07,3.1493973098341e-05,-22.8616352201258
"chr1",47999508,47999508,"+",2.6341213451575e-06,0.000190768445706434,-15.9935597189696
"chr1",49216370,49216370,"+",1.30311713641973e-07,1.38483916372775e-05,19.848275862069
"chr1",51631884,51631884,"+",1.80857148146529e-08,2.39882634096532e-06,-16.3410842233338
"chr1",53405671,53405671,"+",3.82538445364844e-12,1.09867897351454e-09,-15.5134643435762
"chr1",53544438,53544438,"+",5.14643894167222e-08,6.09279685010744e-06,15.0209112478385
"chr1",53600917,53600917,"+",7.7410300391989e-12,2.10687266308688e-09,-15.8656105973201
"chr1",53611971,53611971,"+",0,0,-28.4927257167309
"chr1",53924150,53924150,"+",0,0,19.7828434016105
"chr1",53924164,53924164,"+",0,0,20.735440270324
"chr1",54151032,54151032,"+",0.000282209860337779,0.00954067152931554,-15.5277253866465
"chr1",54352197,54352197,"+",6.2146984225464e-09,9.20774947207035e-07,15.1869158878505
"chr1",55043532,55043532,"+",2.17603712826531e-14,8.82917271951203e-12,-19.041524615933
"chr1",55080567,55080567,"+",1.4101967715785e-07,1.48462254582821e-05,19.2034513600253
"chr1",55220009,55220009,"+",0,0,-27.6593218102652
"chr1",55247518,55247518,"+",3.08418957040146e-10,6.12272491103015e-08,-19.0655851097277
"chr1",55339272,55339272,"+",0,0,27.2119013224936
"chr1",55376844,55376844,"+",4.63700544628409e-09,7.07926832611342e-07,19.8764094538742
"chr1",55414101,55414101,"+",1.72462710779087e-10,3.59830462756598e-08,-18.7945432294291
"chr1",55738796,55738796,"+",0,0,-18.5452286116874
"chr1",55803846,55803846,"+",0,0,18.0206567174731
"chr1",55803854,55803854,"+",2.22044604925031e-16,1.15521162270675e-13,18.1210879654818
"chr1",55804005,55804005,"+",7.72319942030641e-05,0.00332838237101417,18.6347926267281
"chr1",55909439,55909439,"+",0,0,-16.815759280362
"chr1",56877509,56877509,"+",0,0,17.0178778844438
"chr1",56895392,56895392,"+",1.29241506385824e-10,2.76462987010063e-08,16.2904818661672
"chr1",58263117,58263117,"+",0,0,26.7366076806415
"chr1",60015871,60015871,"+",2.26374474721069e-13,7.91394751428135e-11,-15.1773915940259
"chr1",60474375,60474375,"+",9.55842146137531e-05,0.00396710305918301,15.7580809283596
"chr1",62649582,62649582,"+",0,0,-36.2869501659537
"chr1",62698639,62698639,"+",0,0,-16.3145902664472
"chr1",62698797,62698797,"+",0,0,-33.3225806451613
"chr1",62751916,62751916,"+",7.28306304154103e-14,2.74284438422582e-11,-25.1408880246482
"chr1",62751968,62751968,"+",2.43163267299451e-11,6.02133305488844e-09,-19.3196851336386
"chr1",62759883,62759883,"+",0.000269360122817308,0.00919183241073878,-15.7454772301934
"chr1",64189638,64189638,"+",3.76992164929923e-07,3.52222891844477e-05,17.3868992555394
"chr1",65089765,65089765,"+",0,0,-18.4279955172306
"chr1",65629318,65629318,"+",4.52980411624893e-07,4.13424179700545e-05,15.2655980722598
"chr1",65629971,65629971,"+",2.33166896901338e-09,3.80915458986275e-07,-17.4154852780807
"chr1",66414771,66414771,"+",0,0,-32.8259628322187
"chr1",66722331,66722331,"+",0,0,-19.7695963235678
"chr1",73311541,73311541,"+",6.55031584528842e-15,2.86331176926329e-12,15.1336640485049
"chr1",74305670,74305670,"+",3.32267546809817e-12,9.65959173988538e-10,20.8502260123957
"chr1",75045302,75045302,"+",7.62457913640047e-05,0.0032935027713647,15.7904771589089
"chr1",75206324,75206324,"+",5.6621374255883e-15,2.49458437034364e-12,16.9611936313951
"chr1",78937224,78937224,"+",0,0,-20.9002135231317
"chr1",82083109,82083109,"+",0,0,17.0544529617333
"chr1",83831544,83831544,"+",1.22124532708767e-15,5.87106724417835e-13,-15.4240506329114
"chr1",84843600,84843600,"+",0,0,-19.1309086775395
"chr1",84876711,84876711,"+",2.9666879668433e-06,0.00021152106433405,-16.7080231596361
"chr1",85763919,85763919,"+",1.15880201408958e-05,0.000679026888558758,19.1802620195279
"chr1",85764054,85764054,"+",5.84757453570006e-09,8.71895385548841e-07,16.0519548863188
"chr1",85764140,85764140,"+",2.67510489315725e-08,3.40827483757097e-06,20.9188868148651
"chr1",86807417,86807417,"+",0,0,-22.6303322718365
"chr1",86913265,86913265,"+",4.11848333214948e-12,1.17624474197558e-09,-19.8987687493435
"chr1",87253977,87253977,"+",1.09488272148628e-06,8.93328415555226e-05,-15.1131221719457
"chr1",87889712,87889712,"+",2.35355580580077e-08,3.03817102134638e-06,-17.2607206012378
"chr1",88657721,88657721,"+",0.000245631061674301,0.00853170823368813,15.2036103280793
"chr1",89742613,89742613,"+",2.08721928629529e-14,8.49014225584267e-12,-16.4848301309382
"chr1",90058620,90058620,"+",5.21789932705907e-07,4.68092775928871e-05,-15.6474713258454
"chr1",90088697,90088697,"+",2.45605757953626e-11,6.07663571683551e-09,17.7265384587271
"chr1",90185533,90185533,"+",0.00013743882793904,0.00534556592745241,-15.4980944448651
"chr1",90189774,90189774,"+",0,0,16.7910740174758
"chr1",90254411,90254411,"+",0,0,15.3981546878328
"chr1",90292286,90292286,"+",2.35006991644582e-09,3.83705777254303e-07,-21.3437960496229
"chr1",92065692,92065692,"+",2.00654204363104e-08,2.63279937385483e-06,-19.3247208879125
"chr1",92087521,92087521,"+",0,0,20.7083399895992
"chr1",92256659,92256659,"+",0,0,-23.7942122186495
"chr1",92293720,92293720,"+",0,0,-29.7077285361136
"chr1",93493069,93493069,"+",0,0,25.2744289687493
"chr1",93971136,93971136,"+",3.77157848618914e-07,3.52325704911581e-05,-18.5103330942572
"chr1",94661616,94661616,"+",0,0,19.5750485092533
"chr1",95274077,95274077,"+",2.63689180508564e-05,0.00136245402462685,15.0623885918004
"chr1",95290003,95290003,"+",0,0,-22.3559756508686
"chr1",95532966,95532966,"+",0,0,-16.5633562929888
"chr1",95707217,95707217,"+",4.11115697040998e-09,6.35561804231188e-07,-19.6681749622926
"chr1",95818777,95818777,"+",0,0,18.0707619301139
"chr1",98404032,98404032,"+",5.11022946181328e-09,7.72661635402663e-07,-15.0434481031194
"chr1",98404052,98404052,"+",3.28626015289046e-14,1.3012182796467e-11,-19.3733433155946
"chr1",99227041,99227041,"+",1.18350884648066e-11,3.1104181836848e-09,15.2144600823118
"chr1",100205548,100205548,"+",0,0,-25.3729436041118
"chr1",100225317,100225317,"+",0,0,17.2892943281456
"chr1",100259570,100259570,"+",1.40017730743125e-09,2.40650061610702e-07,-18.1930235424627
"chr1",100259596,100259596,"+",1.80877535171931e-12,5.49831705115941e-10,-19.3539654667837
"chr1",100259843,100259843,"+",3.19580503282957e-07,3.0490160693877e-05,-16.2765332662136
"chr1",101003688,101003688,"+",4.88753482130733e-12,1.37593092245682e-09,-16.1382397279833
"chr1",101003807,101003807,"+",6.18585429545959e-08,7.16977890736628e-06,-21.5074229158736
"chr1",101760888,101760888,"+",2.61840276939429e-05,0.00135444264855335,20.7046657046657
"chr1",101769045,101769045,"+",0,0,15.9051365902033
"chr1",105747427,105747427,"+",5.74947978115858e-10,1.07838019980717e-07,20.7131090918752
"chr1",106013175,106013175,"+",0.000134709680264633,0.00525690350149978,-15.6755451838738
"chr1",108684382,108684382,"+",3.47291084779044e-11,8.32243215604246e-09,-17.1291697021878
"chr1",109637103,109637103,"+",7.68829444552921e-13,2.47814874518873e-10,-17.8733891930756
"chr1",109824525,109824525,"+",0.000248710362287796,0.00861805664607675,-15.8140709864848
"chr1",110193053,110193053,"+",2.82354606362389e-09,4.51969273057993e-07,18.178044940604
"chr1",110337299,110337299,"+",0.000231396006015072,0.00813236164986669,-15.1348815388224
"chr1",110455304,110455304,"+",0,0,-20.1171429617096
"chr1",110490381,110490381,"+",0,0,15.3482627216775
"chr1",110786576,110786576,"+",0.000132749533290566,0.0051933165115108,15.9836065573771
"chr1",111056421,111056421,"+",0,0,-23.3981465688783
"chr1",111153533,111153533,"+",2.17881268582687e-12,6.54035032475419e-10,-16.8663591992948
"chr1",111177672,111177672,"+",6.19554849712323e-06,0.000397775022498774,16.4165136194437
"chr1",111320425,111320425,"+",1.84297022087776e-13,6.53096171260239e-11,20.359193496428
"chr1",111323241,111323241,"+",0,0,18.2237794515662
"chr1",111573640,111573640,"+",0,0,-19.0582246842844
"chr1",111810951,111810951,"+",1.24344978758018e-13,4.52454027137891e-11,16.9802540502114
"chr1",111826007,111826007,"+",0,0,-21.7108658894723
"chr1",112052354,112052354,"+",8.53779158482837e-10,1.54007078708994e-07,-15.1354736939779
"chr1",112161618,112161618,"+",3.45279360658424e-14,1.36399798005949e-11,-16.994651485133
"chr1",112356813,112356813,"+",0,0,31.1367303431844
"chr1",112421677,112421677,"+",0,0,17.1854415202016
"chr1",113221657,113221657,"+",0,0,-22.2973412913728
"chr1",113236420,113236420,"+",1.07802655691103e-13,3.95331441041395e-11,-25.0642066117401
"chr1",113254124,113254124,"+",4.44089209850063e-16,2.23710827161245e-13,17.0712789608756
"chr1",113280267,113280267,"+",0,0,-16.876365966049
"chr1",113425370,113425370,"+",0.000184702817090709,0.00678966381870428,-15.5011655011655
"chr1",113992475,113992475,"+",2.22044604925031e-16,1.15521162270675e-13,-23.8826637126667
"chr1",114081001,114081001,"+",3.21964677141295e-15,1.46744861417195e-12,-15.1780147362001
"chr1",116151563,116151563,"+",0,0,-22.3308042713048
"chr1",116250002,116250002,"+",1.11022302462516e-16,5.91807495522432e-14,-16.9084164205625
"chr1",116253342,116253342,"+",0.000142873545773026,0.00551709137307139,-16.0952183416564
"chr1",117175104,117175104,"+",3.90144583306551e-11,9.25243892048352e-09,-17.5698022559532
"chr1",117487269,117487269,"+",3.99232459313836e-08,4.86953270496161e-06,-16.1546867411365
"chr1",117533322,117533322,"+",0.000100253576187148,0.0041253605033797,-15.2097902097902
"chr1",117533333,117533333,"+",7.49074365158364e-06,0.000468163465479094,-16.6361416361416
"chr1",117619935,117619935,"+",0,0,17.9387073478967
"chr1",119723397,119723397,"+",0,0,-16.742526712877
"chr1",119762365,119762365,"+",1.88659875788311e-06,0.000143054414109275,-17.7816630646819
"chr1",120674027,120674027,"+",3.93466630367323e-05,0.00190481421852583,15.1232753553027
"chr1",121163772,121163772,"+",8.63807914086578e-11,1.91519575971636e-08,16.641975308642
"chr1",121253553,121253553,"+",8.77958366785059e-07,7.37036935405235e-05,-16.521928755596
"chr1",121253585,121253585,"+",5.3816572676002e-07,4.8080867961859e-05,-16.3304421271481
"chr1",121253611,121253611,"+",3.17070435007505e-06,0.000223994674259353,-16.3397005678885
"chr1",144989403,144989403,"+",0.000281150521020734,0.00951249650446335,-15.350372246527
"chr1",147188690,147188690,"+",2.23555332357073e-07,2.22806628513568e-05,17.5293070007441
"chr1",147193969,147193969,"+",4.57334170533841e-12,1.29482387280628e-09,-16.0210195872474
"chr1",147777272,147777272,"+",8.91374751788021e-11,1.97075073483765e-08,-16.0074274043802
"chr1",149510958,149510958,"+",0,0,-30.6132548130626
"chr1",149759958,149759958,"+",4.94813912066405e-09,7.50184004234488e-07,-15.2181195563165
"chr1",150362154,150362154,"+",0,0,31.6260324179105
"chr1",151008927,151008927,"+",4.10782519111308e-15,1.84362708901743e-12,22.7027027027027
"chr1",151033979,151033979,"+",0,0,21.4383729478069
"chr1",151115645,151115645,"+",2.22044604925031e-16,1.15521162270675e-13,-16.5988829853519
"chr1",151535916,151535916,"+",0,0,-30.5882540070722
"chr1",151538411,151538411,"+",0,0,-15.4768196770453
"chr1",151862660,151862660,"+",2.98983060531555e-13,1.02379418206723e-10,-30.0903058424388
"chr1",151879675,151879675,"+",1.07433820617509e-07,1.16532894331078e-05,18.0985915492958
"chr1",151879760,151879760,"+",7.76218385345473e-07,6.61626428152687e-05,17.852191807951
"chr1",151879939,151879939,"+",7.5387474041122e-11,1.69329672806638e-08,15.9055118110236
"chr1",151894379,151894379,"+",4.27355907783866e-06,0.000289225129818624,-17.321681624941
"chr1",151917114,151917114,"+",8.88178419700125e-15,3.81303484628019e-12,16.6478757046611
"chr1",152177273,152177273,"+",0,0,-23.2032805982488
"chr1",152177342,152177342,"+",1.11022302462516e-16,5.91807495522432e-14,-15.8643420938503
"chr1",152191878,152191878,"+",0,0,27.5511297541783
"chr1",152192631,152192631,"+",0,0,24.2362780349232
"chr1",152193290,152193290,"+",0,0,21.5284457257928
"chr1",152276149,152276149,"+",8.97326657423037e-12,2.40862752608955e-09,-15.0237871579649
"chr1",152553365,152553365,"+",0,0,-27.9224401423401
"chr1",153366607,153366607,"+",3.55812046493043e-11,8.50978034128066e-09,-18.0734278444202
"chr1",153707504,153707504,"+",3.14286374702988e-11,7.59903504622947e-09,-15.3892034326817
"chr1",153747420,153747420,"+",7.06753816581696e-06,0.000445925030870496,-19.1542756760148
"chr1",154145532,154145532,"+",0,0,26.7325191975914
"chr1",154310063,154310063,"+",9.1606891217122e-07,7.65343631892207e-05,22.3000188217579
"chr1",154397932,154397932,"+",4.65150140627202e-12,1.31528639855434e-09,18.1390040481881
"chr1",154418749,154418749,"+",2.91031443389045e-09,4.64610602543607e-07,15.6125356125356
"chr1",154471518,154471518,"+",3.46868089806662e-11,8.31366711989894e-09,-15.1548021032938
"chr1",154813082,154813082,"+",4.05179223617047e-06,0.000276314898896844,-16.365727651262
"chr1",154813092,154813092,"+",7.58381577981027e-07,6.48649523689397e-05,-17.1752738654147
"chr1",155932492,155932492,"+",2.95173885334066e-11,7.17410528986398e-09,-16.5587082368101
"chr1",156030820,156030820,"+",7.90478793533111e-14,2.96048705121212e-11,-16.3315510020402
"chr1",156202062,156202062,"+",8.1319710087957e-07,6.89363763800586e-05,-16.5742005937584
"chr1",156341523,156341523,"+",6.45927755726916e-13,2.11033414853518e-10,-15.5542275750054
"chr1",156466129,156466129,"+",1.51625629052354e-07,1.58405258572826e-05,16.7410714285714
"chr1",156478508,156478508,"+",1.10329279980892e-05,0.000650845247969442,-15.0774912495062
"chr1",156656212,156656212,"+",2.8042078391799e-05,0.00143454016276781,-15.4240447343896
"chr1",156714904,156714904,"+",0.000253349292789751,0.00874573239845513,-17.1623864856948
"chr1",156785616,156785616,"+",0,0,16.2858478647952
"chr1",156841072,156841072,"+",5.66585101058337e-09,8.47702895443602e-07,-15.9164725119036
"chr1",156877797,156877797,"+",1.52551082877039e-10,3.214957663453e-08,18.5355295111393
"chr1",157043100,157043100,"+",2.0216976981402e-09,3.35521871357525e-07,-15.0261924455473
"chr1",157249457,157249457,"+",6.73422848596061e-08,7.72237371861982e-06,-15.4616724738676
"chr1",157486051,157486051,"+",3.22519788653608e-13,1.09907850099531e-10,18.3886139138035
"chr1",157931779,157931779,"+",1.50768286744096e-13,5.41479349129815e-11,19.6979601097737
"chr1",157964936,157964936,"+",0,0,19.8035193180824
"chr1",158303659,158303659,"+",8.63083859159453e-07,7.26363999718793e-05,15.7052331193084
"chr1",158343144,158343144,"+",5.27942023431649e-10,9.98336468624439e-08,17.07721209051
"chr1",158748156,158748156,"+",0,0,-24.7976664083915
"chr1",159815867,159815867,"+",1.84519066692701e-13,6.5380328255795e-11,-17.7174613160772
"chr1",159815872,159815872,"+",5.67292879338765e-11,1.30477711569264e-08,-15.4024582585522
"chr1",160339713,160339713,"+",3.33066907387547e-16,1.69993895850171e-13,-15.87862807375
"chr1",160549723,160549723,"+",1.69706978784268e-05,0.000938411507152887,-16.4419934640523
"chr1",161321754,161321754,"+",1.11022302462516e-16,5.91807495522432e-14,-15.2933266404786
"chr1",161348895,161348895,"+",1.19886609528663e-07,1.28542948289874e-05,-16.382036685642
"chr1",161348951,161348951,"+",4.93530009859633e-07,4.45450857833989e-05,-16.7660114140774
"chr1",161348976,161348976,"+",1.01528775886539e-06,8.36490974049285e-05,-17.478354978355
"chr1",161691433,161691433,"+",0,0,15.2664275748637
"chr1",161692126,161692126,"+",0,0,21.6739837600527
"chr1",161698811,161698811,"+",0,0,-17.7219460160346
"chr1",161979840,161979840,"+",0,0,18.0316742081448
"chr1",161980502,161980502,"+",0,0,19.3505002393684
"chr1",162121818,162121818,"+",5.78896930392148e-11,1.32873140706472e-08,24.1681502854687
"chr1",162280344,162280344,"+",7.10095305112013e-07,6.12452779355624e-05,-15.6806678498652
"chr1",162287733,162287733,"+",3.43058914609173e-14,1.3554105981702e-11,-16.8734026261436
"chr1",162381929,162381929,"+",2.99760216648792e-15,1.37205723910707e-12,-18.0449776986229
"chr1",162389530,162389530,"+",0,0,-24.3083465583929
"chr1",162391675,162391675,"+",0,0,-20.4232064436086
"chr1",162532468,162532468,"+",6.25388629771351e-13,2.04714381311711e-10,-16.1303652542042
"chr1",162534727,162534727,"+",2.18977203036985e-09,3.60164720044648e-07,-16.9801521053608
"chr1",164686251,164686251,"+",1.87619863709632e-05,0.00102224597510197,15.0542211411777
"chr1",165605209,165605209,"+",0,0,20.690930875884
"chr1",165852635,165852635,"+",4.11453221160762e-07,3.80133024831448e-05,-15.2368742368742
"chr1",165853440,165853440,"+",8.30832513898372e-10,1.50310307829882e-07,-16.4768236552141
"chr1",166039754,166039754,"+",9.41801934761788e-06,0.000569076806892963,-18.4966548602912
"chr1",167420298,167420298,"+",2.22044604925031e-15,1.03310405208112e-12,18.0725662509271
"chr1",167469204,167469204,"+",1.00727204355167e-11,2.67825742835564e-09,18.0252100840336
"chr1",167469244,167469244,"+",7.88070342316871e-09,1.13971172989397e-06,17.9125953687592
"chr1",167486481,167486481,"+",6.07654628426157e-06,0.000391077753150637,15.7563025210084
"chr1",167487262,167487262,"+",6.97709016117543e-07,6.02916148377629e-05,15.0638232821218
"chr1",167487269,167487269,"+",9.37929776068103e-08,1.03365396811885e-05,15.175672958143
"chr1",167715740,167715740,"+",3.90744703260282e-09,6.0710621398439e-07,23.7707039337474
"chr1",167733361,167733361,"+",0,0,-15.4941373534338
"chr1",168050785,168050785,"+",3.93112450315369e-05,0.00190337799424338,-15.8626431851441
"chr1",168172751,168172751,"+",1.17683640610267e-14,4.96279852174929e-12,-16.3436747414648
"chr1",168317903,168317903,"+",1.33148644332337e-08,1.82520245698943e-06,16.1232710138319
"chr1",168633890,168633890,"+",0,0,31.8796878359747
"chr1",168678913,168678913,"+",0,0,-23.5115236161621
"chr1",169669019,169669019,"+",0,0,18.0435597713474
"chr1",171610740,171610740,"+",0,0,-23.1789307226327
"chr1",171714199,171714199,"+",4.46309655899313e-14,1.73922339629792e-11,19.6457326892109
"chr1",171714300,171714300,"+",3.07387448827967e-12,8.99297975835711e-10,-15.1774444717646
"chr1",171746952,171746952,"+",1.61751723126713e-11,4.14164499802631e-09,-20.3375733855186
"chr1",171787181,171787181,"+",8.72921845918029e-10,1.57161516585522e-07,-15.6609195402299
"chr1",171807231,171807231,"+",6.75786859805072e-09,9.92491179944305e-07,-20.2115733231562
"chr1",172410217,172410217,"+",0,0,-16.1911520431966
"chr1",173375804,173375804,"+",1.0301786870226e-06,8.47125880022322e-05,-16.6865566865567
"chr1",174113342,174113342,"+",5.37792033128426e-13,1.77540903639694e-10,15.2121089999644
